,text,review,sentiment
252,@hyvaikal Maap. Gak dulu nonton liganya pssi. 🙏,maap nonton liga,netral
253,"@SiaranBolaLive Kan emg bner, kok pada marah ? Supporter nya krg pendidikan, penyelenggara nya krg ajar, pssi nya kurang bnyak korupsi nya.",emg bner marah supporter krg didik selenggara krg ajar bnyak korupsi,negatif
254,@AremafcOfficial Nek aku dadi ketum pssi tak degradasi sampe kasta paling bawah klub tolol iki,nek dadi tum degradasi sampe kasta klub tolol iki,negatif
255,@ruangtaktik Kira² menurut pandangan wasit PSSI offside apa eggk ya?,pandang wasit offside eggk,netral
256,Bacot ahh. Sama-sama koreksi. Sadar diri kalo GK BECUS @PSSI https://t.co/SP0Fb4DWKR,bacot ahh koreksi sadar kalo gk becus,positif
257,@MafiaWasit Emang di kantor PSSi boleh main kodok DZUMA??,emang kantor main kodok dzuma,negatif
258,PSSI KONTOL https://t.co/HJGOr7JLPT,kontol,netral
259,Padahal kau juga yg punya kewajiban mendidik suporter agar berperilaku terpuji baik didalam/luar stadion. Wes tuek watu sisan wong²ane ng @PSSI njaluk ditabrak lari ro jhonson duet mbek eudora 🙂👍 https://t.co/YdmE8uX0kH,kau wajib didik suporter perilaku puji dalam stadion wes tuek watu sis ane ng njaluk tabrak lari ro jhonson duet mbek eudora,positif
260,"@jemangggg @OckieAkew @manajemenbobrok Jiga nu karak apal PSSI wae nya om😆,",jiga nu karak apal wae om,netral
261,"Secara aturan pssi dia melanggar tapi bukan secara norma hukum pidana. Sedangkan yang dia dapatkan foto tersebar luas, cacian dan makian padahal dia salah satu pendukung kalian @persib . ngeri bener anda @teddy_tjahjono",atur langgar norma hukum pidana dapat foto sebar luas caci maki salah dukung ngeri bener tjahjono,negatif
262,"Menurut Mori, sepak bola Indonesia meroket di tangan Erick Thohir -Amali
""Beres sdh sepak bola kita kl beliau memimpin PSSI. Timnas Indonesia pst terjamin. Kompetisi Liga 1, 2, dan 3 lancar dan subsidi utk Asprov jg akan lancar. Saya pst mendukung mereka,"" 
#ButuhNyaliBukanNyala https://t.co/JCP8d7PeHw",mori sepak bola indonesia roket tangan erick thohir amal beres sdh sepak bola kl beliau pimpin timnas indonesia pst jamin kompetisi liga lancar subsidi utk asprov jg lancar pst dukung butuhnyalibukannyala,positif
263,"Akun twitter PanditFootball membuat polling tentang figur yang layak memimpin federasi sepak bola Indonesia PSSI usai pendaftaran calon ketua umum PSSI.
Nama Erick Thohir mendapat 57 persen suara dan hasil ini berbeda jauh dengan lawan-lawannya.
#ButuhNyaliBukanNyala https://t.co/TjiGL5kYgP",akun twitter panditfootball polling figur layak pimpin federasi sepak bola indonesia daftar calon ketua nama erick thohir persen suara hasil beda lawan lawan butuhnyalibukannyala,negatif
264,@panditfootball Idealnya bapak ngga usah melibatkan diri lagi sih di kepengurusan pssi,ideal ngga libat sih urus,positif
265,@panditfootball Kalo ngomong gini orang  luar wajar lahh di dia bertahun-tahun di @PSSI,kalo ngomong gin orang wajar lahh tahun,positif
266,@SiaranBolaLive Anggota pssi juga gak bener 🤡 cocok dah,anggota bener cocok dah,positif
267,"Makanya saya sdh Malas nonton sepakbola Indonesia, nyawa suporter ratusan enggak ada harganya di mata PSSI. https://t.co/RJHLmmSUEe",sdh malas nonton sepakbola indonesia nyawa suporter ratus harga mata,negatif
268,@dennies_12 @PSSI Yang main selama ini kan lokal pret 🤣,main lokal pret,netral
269,"Erick Thohir, balihonya dimana-mana sebagai CALON PRESIDEN RI. Sekarang, menjelang PilPres 2024 ikut calon Ketua Umum PSSI dgn membawa Raffi Ahmad, Kaesang, dll. Pinter dikitlah Pecinta Sepakbola Indonesia...!",erick thohir baliho mana calon presiden ri jelang pilpres calon ketua dgn bawa raffi ahmad kaesang dll pinter dikit cinta sepakbola indonesia,positif
270,@MafiaWasit kerja di PSSI dapet gaji berapa mbah,kerja dapet gaji mbah,positif
271,"Bisa lah confrence league asal ga di banned caferin @uefa_official asu  , pres @azzurri figc rasa pssi https://t.co/aSzYn7R7xH",confrence league banned caferin official asu pres figc,netral
272,@panditfootball salah satu nya karena elu msih ada dikalangan pssi pak tua,salah elu msih kalang tua,negatif
273,@tvOneNews Apa pssi juga larang pulisi bawa gas airmata ke stadion..,larang pulisi bawa gas airmata stadion,netral
274,"Sebentar Lagi Shayne Pattynama Ambil Sumpah Jadi WNI

https://t.co/RRx4Z95tTx

#sepakbola #ShaynePattynama #wni #timnasindonesia #pssi #beritabolaterbaru #beritabola #sepakbolaindonesia",sebentar shayne pattynama ambil sumpah wni sepakbola shaynepattynama wni timnasindonesia beritabolaterbaru beritabola sepakbolaindonesia,netral
275,@MafiaWasit Ngomong ae neng kantor pssi raono wifi gratis.,ngomong ae neng kantor raono wifi gratis,positif
276,"Yth PSSI bserta orang2nya, suporter Indonesia mungkin latar pendidikannya berbeda tp mreka punya tujuan yg sama. Mendorong klub ksayangannya utk makin profesional. Ambil positifnya. Rangkul mreka dg edukasi. Jgn malah diolok krn ngrasa kalian di PSSI tu lebih pintar &amp; berkuasa! https://t.co/qZgwZQFG55",yth bserta orang suporter indonesia latar didik beda tp mreka tuju dorong klub ksayangannya utk profesional ambil positif rangkul mreka dg edukasi jgn olok krn ngrasa tu pintar amp kuasa,positif
277,"@PSSI Barisan penyerang yang parah di AFF ... 
Di belakang (kecuali kiper) cukup bersainglah.",baris serang parah aff kecuali kiper saing,negatif
278,@panditfootball Ideal begini @PSSI . Perbaiki jadwal Liga Indonesia kearah yang lebih baik lagi. Jangan ada lagi main jam sore saat hari kerja Senin-Jumat. Karena mereka sudalah bolos kerja tim yg didukung pun kalah ee ditambah kinerja wasit yg kurang pas maka memuncaklah kekesalan mereka..,ideal baik jadwal liga indonesia arah main jam sore kerja senin jumat suda bolos kerja tim dukung kalah ee tambah kerja wasit pas puncak kesal,positif
279,@MafiaWasit Mbah Ra pengen melu daftar pengurus PSSI?,mbah ra ken melu daftar urus,netral
280,@PSSI tolong nihh exco di ruyiah ya kayaknya kerasukan iblis wajahnya kek tai ayam. nonton sepak bola di dalem negeri ama luar sama aja yang beda cuma poIisi indonesia menganggap suporter bola itu biang kerusuhan dan kriminal jdi yang pendidikannya kurang adalah si poIisi. https://t.co/1Lc3rG8X3S https://t.co/wXKBsAdUlz,tolong nihh exco ruyiah kayak rasuk iblis wajah kek tai ayam nonton sepak bola dalem negeri ama beda poiisi indonesia anggap suporter bola biang rusuh kriminal jdi didik si poiisi,negatif
281,"Lha PSSI punya child safeguarding policy ga? As far as I know, federasi harus punya panduan dan kebijakan tersebut yang nantinya dapat dijadikan pedoman klub. Bhutan FA sudah punya lengkap dengan reporting form btw https://t.co/J1aTHfpDy9",lha child safeguarding policy as far as i know federasi pandu bijak jadi pedoman klub bhutan fa lengkap reporting form btw,positif
282,@JukiHoki PSSI GAK ADA OTAK!!!,otak,netral
283,Dukung Erick Thohir Ketum PSSI #ButuhNyaliBukanNyala https://t.co/mzPWsl3cIL,dukung erick thohir tum butuhnyalibukannyala,netral
284,@SiaranBolaLive PSSI bisanya kan menyalahkan 😅,bisa salah,netral
285,"Menteri BUMN @erickthohir berjanji akan bersih-bersih sepak bola Indonesia jika terpilh sebagai ketua umum PSSI. Ia memastikan tidak akan ada konflik kepentingan jika memimpin PSSI, sepak bola Indonesia harus dibongkar untuk dibangun kembali bersama-sama.
#ButuhNyaliBukanNyala https://t.co/8BT9PMs691",menteri bumn janji bersih bersih sepak bola indonesia terpilh ketua konflik penting pimpin sepak bola indonesia bongkar bangun butuhnyalibukannyala,netral
286,"Oknum bobotoh yang sempat nyalakan flare dilarang nonton Persib di Stadion seumur hidup

Upin Ipin Ginting Heni Rest is peace Ka'bah Menag Hujan kades PSSI
https://t.co/zKG1LiSrMx",oknum bobotoh nyala flare larang nonton persib stadion umur hidup upin ipin ginting heni rest is peace ka bah menag hujan kades,netral
287,luar negeri mana yg lau maksud ngab Riyadh Exco &amp; Ketua Asprov Jatim PSSI?? https://t.co/sqs0smJRyU,negeri lau maksud ngab riyadh exco amp ketua asprov jatim,netral
288,"@PartaiSocmed Tinggal DPD disogok, pegang ketuanya kasih dia rangkap jabatan ketua PSSI jadilah itu barang amandemen UUD seperti yang diinginkan jokowi 😂
https://t.co/3BXHf7PrXY",tinggal dpd sogok pegang ketua kasih rangkap jabat ketua barang amandemen uud jokowi,netral
289,"@erickthohir @PSSI Kalo berani sikat semua exco lama tanpa terkecuali, jangan malah minta dibekingin,
Oiya pak, segerbong sama ZA juga bakal mencoreng kredibilitas bapak, pelawak gausah dikasih panggung pak, nanti bikin statmen aneh2 di media",kalo berani sikat exco kecuali dibekingin oiya gerbong za coreng kredibilitas lawak gausah kasih panggung bikin statmen aneh media,netral
290,@panditfootball Dahlah ga usah nonton produk pssi,dah nonton produk,netral
291,"Erick Thohir Pastikan Tidak akan Ada Konflik Kepentingan Jika Memimpin PSSI.
@erickthohir 
#ButuhNyaliBukanNyala https://t.co/lCgEOLJLpr",erick thohir pasti konflik penting pimpin butuhnyalibukannyala,netral
292,@panditfootball Hahaha... 🤣🤣 nih si riyadh @PSSI udah tau ga kompeten masih aja mengeluarkan statement... udah kau di federasi lato-lato aja,hahaha nih si riyadh udah tau kompeten keluar statement udah kau federasi lato lato,positif
293,@dennies_12 @PSSI udah ga percaya lokal pret mainnya jelek,udah percaya lokal pret main jelek,netral
294,@panditfootball Lahhhh yg milih dia jadi exco kan clubs anggota PSSI dan asprov. Jadi kesimpulannya balik ke mereka yg punya hak suara di kongres PSSI mau berubah atau tidak.,lahhhh milih exco clubs anggota asprov simpul hak suara kongres ubah,netral
295,"@panditfootball Ujung muaranyA di PSSI nah bapak ngapain aja di PSSI? 
hidihhh...",ujung muara ngapain hidihhh,netral
296,"@SiaranBolaLive Intinya semuanya tolol, mau pssi , LIB dan juga supporternya, akui saja",inti tolol lib supporternya aku,negatif
297,"@ibamhariri Lagian udh tahu akun anonim pake direspon bro hehehe, ngetik pssi aja pake simbol $ kaya udh yg paling tahu aja fakta pssi itu gimana dalemnya si akungoceh 😂",udh akun anonim pake direspon bro hehehe ngetik pake simbol kaya udh fakta gimana dalem si akungoceh,positif
298,Sing ora due pendidikan tulih koe su asu @PSSI https://t.co/0ogBiZ3RFE,sing ora due didik tulih koe su asu,positif
299,@PSSI Makin Keren nantinya kalau dipimpin Bang @erickthohir https://t.co/Otivd4cPOQ,keren pimpin bang,positif
300,El Clasico PSSI Erick Vs La Nyalla,el clasico erick vs la nyalla,netral
301,Menpora Minta Doa untuk Kesembuhan Eks Ketum PSSI Azwar Anas,menpora doa sembuh eks tum azwar anas,netral
302,La Nyalla: Industri Sepakbola Indonesia Harus Mandiri,la nyalla industri sepakbola indonesia mandiri,positif
303,"Park Hang-seo Bantah Latih Timnas Indonesia, Puji Shin Tae-yong Berkeja Baik",park hang seo bantah latih timnas indonesia puji shin tae yong berkeja,negatif
304,Manuver Erick Thohir Saingi La Nyala Daftar Caketum PSSI,manuver erick thohir saing la nyala daftar caketum,netral
305,Dewa United Dukung Lexyndo Hakim Jadi Anggota Exco PSSI,dewa united dukung lexyndo hakim anggota exco,netral
306,Ketua Asprov PSSI Jatim Ungkap Ada Klub Liga 1 Tak Punya Suporter,ketua asprov jatim klub liga suporter,netral
307,Coretan 'PSSI Bangsat' Muncul di Medan Buntut Liga 2 Dihentikan,coret bangsat muncul medan buntut liga henti,negatif
308,Poster 'Daur Ulang PSSI' Tersebar di Makassar Jelang KLB,poster daur ulang sebar makassar jelang klb,netral
309,"Jadi Balon Anggota Exco PSSI, Monica Mau Perjuangkan Sepakbola Wanita",balon anggota exco monica juang sepakbola wanita,netral
